"Wegvoertuigen";"Brandstofsoort voertuig";"Perioden";"Totaal verkochte wegvoertuigen (aantal)"
"Personenauto";"Totaal";"2023 juni*";283218
"Personenauto";"Totaal";"2023 juli*";262600
"Personenauto";"Totaal";"2023 augustus*";246839
"Personenauto";"Totaal";"2023 september*";254920
"Personenauto";"Totaal";"2023 oktober*";261486
"Personenauto";"Totaal";"2023 november*";263724
"Personenauto";"Totaal";"2023 december*";250733
"Personenauto";"Totaal";"2024 januari*";290748
"Personenauto";"Totaal";"2024 februari*";274958
"Personenauto";"Totaal";"2024 maart*";298540
"Personenauto";"Totaal";"2024 april*";277264
"Personenauto";"Totaal";"2024 mei*";282771
"Personenauto";"Totaal";"2024 juni*";283084
"Personenauto";"Totaal";"2024 juli*";280248
"Personenauto";"Totaal";"2024 augustus*";257228
"Personenauto";"Totaal";"2024 september*";268295
"Personenauto";"Totaal";"2024 oktober*";298496
"Personenauto";"Totaal";"2024 november*";290301
"Personenauto";"Totaal";"2024 december*";276946
"Personenauto";"Totaal";"2025 januari*";311367
"Personenauto";"Totaal";"2025 februari*";283269
"Personenauto";"Totaal";"2025 maart*";299487
"Personenauto";"Totaal";"2025 april*";282350
"Personenauto";"Totaal";"2025 mei*";296260
"Personenauto";"Totaal";"2025 juni*";287954
"Personenauto";"Totaal";"2025 juli*";297442
"Personenauto";"Totaal";"2025 augustus*";262785
"Personenauto";"Totaal";"2025 september*";281967
"Personenauto";"Benzine";"2021 januari";197973
"Personenauto";"Benzine";"2021 februari";177395
"Personenauto";"Benzine";"2021 maart";217358
"Personenauto";"Benzine";"2021 april";206264
"Personenauto";"Benzine";"2021 mei";214812
"Personenauto";"Benzine";"2021 juni";222835
"Personenauto";"Benzine";"2021 juli";217335
"Personenauto";"Benzine";"2021 augustus";184294
"Personenauto";"Benzine";"2021 september";192506
"Personenauto";"Benzine";"2021 oktober";195307
"Personenauto";"Benzine";"2021 november";181711
"Personenauto";"Benzine";"2021 december";180628
"Personenauto";"Benzine";"2022 januari*";201696
"Personenauto";"Benzine";"2022 februari*";179041
"Personenauto";"Benzine";"2022 maart*";184170
"Personenauto";"Benzine";"2022 april*";171630
"Personenauto";"Benzine";"2022 mei*";175503
"Personenauto";"Benzine";"2022 juni*";183656
"Personenauto";"Benzine";"2022 juli*";174732
"Personenauto";"Benzine";"2022 augustus*";164499
"Personenauto";"Benzine";"2022 september*";175617
"Personenauto";"Benzine";"2022 oktober*";176862
"Personenauto";"Benzine";"2022 november*";176712
"Personenauto";"Benzine";"2022 december*";168412
"Personenauto";"Benzine";"2023 januari*";193552
"Personenauto";"Benzine";"2023 februari*";177272
"Personenauto";"Benzine";"2023 maart*";202377
"Personenauto";"Benzine";"2023 april*";176418
"Personenauto";"Benzine";"2023 mei*";186683
"Personenauto";"Benzine";"2023 juni*";198181
"Personenauto";"Benzine";"2023 juli*";186975
"Personenauto";"Benzine";"2023 augustus*";175630
"Personenauto";"Benzine";"2023 september*";178664
"Personenauto";"Benzine";"2023 oktober*";185028
"Personenauto";"Benzine";"2023 november*";185231
"Personenauto";"Benzine";"2023 december*";174376
"Personenauto";"Benzine";"2024 januari*";203660
"Personenauto";"Benzine";"2024 februari*";192664
"Personenauto";"Benzine";"2024 maart*";204188
"Personenauto";"Benzine";"2024 april*";190610
"Personenauto";"Benzine";"2024 mei*";195438
"Personenauto";"Benzine";"2024 juni*";191763
"Personenauto";"Benzine";"2024 juli*";191184
"Personenauto";"Benzine";"2024 augustus*";177365
"Personenauto";"Benzine";"2024 september*";181153
"Personenauto";"Benzine";"2024 oktober*";200770
"Personenauto";"Benzine";"2024 november*";192033
"Personenauto";"Benzine";"2024 december*";176674
"Personenauto";"Benzine";"2025 januari*";207089
"Personenauto";"Benzine";"2025 februari*";190031
"Personenauto";"Benzine";"2025 maart*";198845
"Personenauto";"Benzine";"2025 april*";187770
"Personenauto";"Benzine";"2025 mei*";196411
"Personenauto";"Benzine";"2025 juni*";185027
"Personenauto";"Benzine";"2025 juli*";193374
"Personenauto";"Benzine";"2025 augustus*";172636
"Personenauto";"Benzine";"2025 september*";180531
"Personenauto";"Diesel";"2021 januari";35373
"Personenauto";"Diesel";"2021 februari";33317
"Personenauto";"Diesel";"2021 maart";39296
"Personenauto";"Diesel";"2021 april";35471
"Personenauto";"Diesel";"2021 mei";35364
"Personenauto";"Diesel";"2021 juni";36677
"Personenauto";"Diesel";"2021 juli";35166
"Personenauto";"Diesel";"2021 augustus";28063
"Personenauto";"Diesel";"2021 september";29584
"Personenauto";"Diesel";"2021 oktober";29623
"Personenauto";"Diesel";"2021 november";28768
"Personenauto";"Diesel";"2021 december";28038
"Personenauto";"Diesel";"2022 januari*";31058
"Personenauto";"Diesel";"2022 februari*";27873
"Personenauto";"Diesel";"2022 maart*";28691
"Personenauto";"Diesel";"2022 april*";26443
"Personenauto";"Diesel";"2022 mei*";26646
"Personenauto";"Diesel";"2022 juni*";28150
"Personenauto";"Diesel";"2022 juli*";26462
"Personenauto";"Diesel";"2022 augustus*";22283
"Personenauto";"Diesel";"2022 september*";22927
"Personenauto";"Diesel";"2022 oktober*";23370
"Personenauto";"Diesel";"2022 november*";25011
"Personenauto";"Diesel";"2022 december*";22296
"Personenauto";"Diesel";"2023 januari*";24255
"Personenauto";"Diesel";"2023 februari*";23196
"Personenauto";"Diesel";"2023 maart*";26144
"Personenauto";"Diesel";"2023 april*";23511
"Personenauto";"Diesel";"2023 mei*";24454
"Personenauto";"Diesel";"2023 juni*";25660
"Personenauto";"Diesel";"2023 juli*";24863
"Personenauto";"Diesel";"2023 augustus*";20628
"Personenauto";"Diesel";"2023 september*";21064
"Personenauto";"Diesel";"2023 oktober*";21137
"Personenauto";"Diesel";"2023 november*";20680
"Personenauto";"Diesel";"2023 december*";18780
"Personenauto";"Diesel";"2024 januari*";20818
"Personenauto";"Diesel";"2024 februari*";20509
"Personenauto";"Diesel";"2024 maart*";21946
"Personenauto";"Diesel";"2024 april*";21476
"Personenauto";"Diesel";"2024 mei*";21310
"Personenauto";"Diesel";"2024 juni*";20132
"Personenauto";"Diesel";"2024 juli*";21231
"Personenauto";"Diesel";"2024 augustus*";16863
"Personenauto";"Diesel";"2024 september*";17685
"Personenauto";"Diesel";"2024 oktober*";19018
"Personenauto";"Diesel";"2024 november*";17615
"Personenauto";"Diesel";"2024 december*";16019
"Personenauto";"Diesel";"2025 januari*";18067
"Personenauto";"Diesel";"2025 februari*";16740
"Personenauto";"Diesel";"2025 maart*";18163
"Personenauto";"Diesel";"2025 april*";17742
"Personenauto";"Diesel";"2025 mei*";17469
"Personenauto";"Diesel";"2025 juni*";16906
"Personenauto";"Diesel";"2025 juli*";18198
"Personenauto";"Diesel";"2025 augustus*";13890
"Personenauto";"Diesel";"2025 september*";14836
"Personenauto";"Lpg";"2021 januari";2551
"Personenauto";"Lpg";"2021 februari";2269
"Personenauto";"Lpg";"2021 maart";2709
"Personenauto";"Lpg";"2021 april";2541
"Personenauto";"Lpg";"2021 mei";2679
"Personenauto";"Lpg";"2021 juni";2852
"Personenauto";"Lpg";"2021 juli";2780
"Personenauto";"Lpg";"2021 augustus";2296
"Personenauto";"Lpg";"2021 september";2596
"Personenauto";"Lpg";"2021 oktober";2731
"Personenauto";"Lpg";"2021 november";2461
"Personenauto";"Lpg";"2021 december";2300
"Personenauto";"Lpg";"2022 januari*";2616
"Personenauto";"Lpg";"2022 februari*";2254
"Personenauto";"Lpg";"2022 maart*";2442
"Personenauto";"Lpg";"2022 april*";1956
"Personenauto";"Lpg";"2022 mei*";2001
"Personenauto";"Lpg";"2022 juni*";2475
"Personenauto";"Lpg";"2022 juli*";2200
"Personenauto";"Lpg";"2022 augustus*";1893
"Personenauto";"Lpg";"2022 september*";2108
"Personenauto";"Lpg";"2022 oktober*";2154
"Personenauto";"Lpg";"2022 november*";2190
"Personenauto";"Lpg";"2022 december*";1958
"Personenauto";"Lpg";"2023 januari*";2171
"Personenauto";"Lpg";"2023 februari*";1977
"Personenauto";"Lpg";"2023 maart*";2201
"Personenauto";"Lpg";"2023 april*";2081
"Personenauto";"Lpg";"2023 mei*";2180
"Personenauto";"Lpg";"2023 juni*";2391
"Personenauto";"Lpg";"2023 juli*";2311
"Personenauto";"Lpg";"2023 augustus*";2165
"Personenauto";"Lpg";"2023 september*";2387
"Personenauto";"Lpg";"2023 oktober*";2250
"Personenauto";"Lpg";"2023 november*";2222
"Personenauto";"Lpg";"2023 december*";2067
"Personenauto";"Lpg";"2024 januari*";2226
"Personenauto";"Lpg";"2024 februari*";2150
"Personenauto";"Lpg";"2024 maart*";2359
"Personenauto";"Lpg";"2024 april*";2305
"Personenauto";"Lpg";"2024 mei*";2338
"Personenauto";"Lpg";"2024 juni*";2350
"Personenauto";"Lpg";"2024 juli*";2160
"Personenauto";"Lpg";"2024 augustus*";2117
"Personenauto";"Lpg";"2024 september*";2198
"Personenauto";"Lpg";"2024 oktober*";2316
"Personenauto";"Lpg";"2024 november*";2270
"Personenauto";"Lpg";"2024 december*";2204
"Personenauto";"Lpg";"2025 januari*";2340
"Personenauto";"Lpg";"2025 februari*";2215
"Personenauto";"Lpg";"2025 maart*";2396
"Personenauto";"Lpg";"2025 april*";2186
"Personenauto";"Lpg";"2025 mei*";2362
"Personenauto";"Lpg";"2025 juni*";2272
"Personenauto";"Lpg";"2025 juli*";2156
"Personenauto";"Lpg";"2025 augustus*";1961
"Personenauto";"Lpg";"2025 september*";2071
"Personenauto";"Full elektric (BEV)";"2021 januari";5194
"Personenauto";"Full elektric (BEV)";"2021 februari";4373
"Personenauto";"Full elektric (BEV)";"2021 maart";6627
"Personenauto";"Full elektric (BEV)";"2021 april";5840
"Personenauto";"Full elektric (BEV)";"2021 mei";7049
"Personenauto";"Full elektric (BEV)";"2021 juni";10486
"Personenauto";"Full elektric (BEV)";"2021 juli";9320
"Personenauto";"Full elektric (BEV)";"2021 augustus";9358
"Personenauto";"Full elektric (BEV)";"2021 september";10839
"Personenauto";"Full elektric (BEV)";"2021 oktober";11131
"Personenauto";"Full elektric (BEV)";"2021 november";12829
"Personenauto";"Full elektric (BEV)";"2021 december";26104
"Personenauto";"Full elektric (BEV)";"2022 januari*";12355
"Personenauto";"Full elektric (BEV)";"2022 februari*";8928
"Personenauto";"Full elektric (BEV)";"2022 maart*";12735
"Personenauto";"Full elektric (BEV)";"2022 april*";10768
"Personenauto";"Full elektric (BEV)";"2022 mei*";10167
"Personenauto";"Full elektric (BEV)";"2022 juni*";13251
"Personenauto";"Full elektric (BEV)";"2022 juli*";10173
"Personenauto";"Full elektric (BEV)";"2022 augustus*";11558
"Personenauto";"Full elektric (BEV)";"2022 september*";10709
"Personenauto";"Full elektric (BEV)";"2022 oktober*";10508
"Personenauto";"Full elektric (BEV)";"2022 november*";11203
"Personenauto";"Full elektric (BEV)";"2022 december*";18178
"Personenauto";"Full elektric (BEV)";"2023 januari*";12858
"Personenauto";"Full elektric (BEV)";"2023 februari*";12763
"Personenauto";"Full elektric (BEV)";"2023 maart*";19706
"Personenauto";"Full elektric (BEV)";"2023 april*";14348
"Personenauto";"Full elektric (BEV)";"2023 mei*";17292
"Personenauto";"Full elektric (BEV)";"2023 juni*";21094
"Personenauto";"Full elektric (BEV)";"2023 juli*";14989
"Personenauto";"Full elektric (BEV)";"2023 augustus*";16898
"Personenauto";"Full elektric (BEV)";"2023 september*";18759
"Personenauto";"Full elektric (BEV)";"2023 oktober*";17620
"Personenauto";"Full elektric (BEV)";"2023 november*";18992
"Personenauto";"Full elektric (BEV)";"2023 december*";20007
"Personenauto";"Full elektric (BEV)";"2024 januari*";20509
"Personenauto";"Full elektric (BEV)";"2024 februari*";18320
"Personenauto";"Full elektric (BEV)";"2024 maart*";23965
"Personenauto";"Full elektric (BEV)";"2024 april*";20159
"Personenauto";"Full elektric (BEV)";"2024 mei*";21433
"Personenauto";"Full elektric (BEV)";"2024 juni*";22562
"Personenauto";"Full elektric (BEV)";"2024 juli*";19986
"Personenauto";"Full elektric (BEV)";"2024 augustus*";19159
"Personenauto";"Full elektric (BEV)";"2024 september*";24271
"Personenauto";"Full elektric (BEV)";"2024 oktober*";25343
"Personenauto";"Full elektric (BEV)";"2024 november*";28048
"Personenauto";"Full elektric (BEV)";"2024 december*";34928
"Personenauto";"Full elektric (BEV)";"2025 januari*";28584
"Personenauto";"Full elektric (BEV)";"2025 februari*";24257
"Personenauto";"Full elektric (BEV)";"2025 maart*";24867
"Personenauto";"Full elektric (BEV)";"2025 april*";22320
"Personenauto";"Full elektric (BEV)";"2025 mei*";24608
"Personenauto";"Full elektric (BEV)";"2025 juni*";26365
"Personenauto";"Full elektric (BEV)";"2025 juli*";24585
"Personenauto";"Full elektric (BEV)";"2025 augustus*";22609
"Personenauto";"Full elektric (BEV)";"2025 september*";27319
"Personenauto";"Totaal hybrides";"2021 januari";27048
"Personenauto";"Totaal hybrides";"2021 februari";19838
"Personenauto";"Totaal hybrides";"2021 maart";23305
"Personenauto";"Totaal hybrides";"2021 april";22494
"Personenauto";"Totaal hybrides";"2021 mei";22153
"Personenauto";"Totaal hybrides";"2021 juni";24790
"Personenauto";"Totaal hybrides";"2021 juli";22917
"Personenauto";"Totaal hybrides";"2021 augustus";19815
"Personenauto";"Totaal hybrides";"2021 september";22274
"Personenauto";"Totaal hybrides";"2021 oktober";22295
"Personenauto";"Totaal hybrides";"2021 november";22886
"Personenauto";"Totaal hybrides";"2021 december";21305
"Personenauto";"Totaal hybrides";"2022 januari*";27995
"Personenauto";"Totaal hybrides";"2022 februari*";23991
"Personenauto";"Totaal hybrides";"2022 maart*";25582
"Personenauto";"Totaal hybrides";"2022 april*";24055
"Personenauto";"Totaal hybrides";"2022 mei*";22403
"Personenauto";"Totaal hybrides";"2022 juni*";24487
"Personenauto";"Totaal hybrides";"2022 juli*";22379
"Personenauto";"Totaal hybrides";"2022 augustus*";21539
"Personenauto";"Totaal hybrides";"2022 september*";24234
"Personenauto";"Totaal hybrides";"2022 oktober*";26055
"Personenauto";"Totaal hybrides";"2022 november*";26011
"Personenauto";"Totaal hybrides";"2022 december*";23251
"Personenauto";"Totaal hybrides";"2023 januari*";28853
"Personenauto";"Totaal hybrides";"2023 februari*";27583
"Personenauto";"Totaal hybrides";"2023 maart*";32306
"Personenauto";"Totaal hybrides";"2023 april*";29045
"Personenauto";"Totaal hybrides";"2023 mei*";30253
"Personenauto";"Totaal hybrides";"2023 juni*";35506
"Personenauto";"Totaal hybrides";"2023 juli*";33027
"Personenauto";"Totaal hybrides";"2023 augustus*";31199
"Personenauto";"Totaal hybrides";"2023 september*";33726
"Personenauto";"Totaal hybrides";"2023 oktober*";35109
"Personenauto";"Totaal hybrides";"2023 november*";36268
"Personenauto";"Totaal hybrides";"2023 december*";35132
"Personenauto";"Totaal hybrides";"2024 januari*";43188
"Personenauto";"Totaal hybrides";"2024 februari*";41012
"Personenauto";"Totaal hybrides";"2024 maart*";45765
"Personenauto";"Totaal hybrides";"2024 april*";42422
"Personenauto";"Totaal hybrides";"2024 mei*";41968
"Personenauto";"Totaal hybrides";"2024 juni*";45936
"Personenauto";"Totaal hybrides";"2024 juli*";45327
"Personenauto";"Totaal hybrides";"2024 augustus*";41395
"Personenauto";"Totaal hybrides";"2024 september*";42674
"Personenauto";"Totaal hybrides";"2024 oktober*";50683
"Personenauto";"Totaal hybrides";"2024 november*";49931
"Personenauto";"Totaal hybrides";"2024 december*";46807
"Personenauto";"Totaal hybrides";"2025 januari*";54888
"Personenauto";"Totaal hybrides";"2025 februari*";49659
"Personenauto";"Totaal hybrides";"2025 maart*";54798
"Personenauto";"Totaal hybrides";"2025 april*";51931
"Personenauto";"Totaal hybrides";"2025 mei*";55125
"Personenauto";"Totaal hybrides";"2025 juni*";57062
"Personenauto";"Totaal hybrides";"2025 juli*";58741
"Personenauto";"Totaal hybrides";"2025 augustus*";51415
"Personenauto";"Totaal hybrides";"2025 september*";56931
"Personenauto";"Overige/onbekende brandstof";"2021 januari";304
"Personenauto";"Overige/onbekende brandstof";"2021 februari";236
"Personenauto";"Overige/onbekende brandstof";"2021 maart";357
"Personenauto";"Overige/onbekende brandstof";"2021 april";324
"Personenauto";"Overige/onbekende brandstof";"2021 mei";292
"Personenauto";"Overige/onbekende brandstof";"2021 juni";317
"Personenauto";"Overige/onbekende brandstof";"2021 juli";367
"Personenauto";"Overige/onbekende brandstof";"2021 augustus";318
"Personenauto";"Overige/onbekende brandstof";"2021 september";341
"Personenauto";"Overige/onbekende brandstof";"2021 oktober";321
"Personenauto";"Overige/onbekende brandstof";"2021 november";361
"Personenauto";"Overige/onbekende brandstof";"2021 december";330
"Personenauto";"Overige/onbekende brandstof";"2022 januari*";415
"Personenauto";"Overige/onbekende brandstof";"2022 februari*";299
"Personenauto";"Overige/onbekende brandstof";"2022 maart*";308
"Personenauto";"Overige/onbekende brandstof";"2022 april*";284
"Personenauto";"Overige/onbekende brandstof";"2022 mei*";395
"Personenauto";"Overige/onbekende brandstof";"2022 juni*";430
"Personenauto";"Overige/onbekende brandstof";"2022 juli*";326
"Personenauto";"Overige/onbekende brandstof";"2022 augustus*";276
"Personenauto";"Overige/onbekende brandstof";"2022 september*";254
"Personenauto";"Overige/onbekende brandstof";"2022 oktober*";309
"Personenauto";"Overige/onbekende brandstof";"2022 november*";353
"Personenauto";"Overige/onbekende brandstof";"2022 december*";334
"Personenauto";"Overige/onbekende brandstof";"2023 januari*";304
"Personenauto";"Overige/onbekende brandstof";"2023 februari*";258
"Personenauto";"Overige/onbekende brandstof";"2023 maart*";284
"Personenauto";"Overige/onbekende brandstof";"2023 april*";292
"Personenauto";"Overige/onbekende brandstof";"2023 mei*";281
"Personenauto";"Overige/onbekende brandstof";"2023 juni*";386
"Personenauto";"Overige/onbekende brandstof";"2023 juli*";435
"Personenauto";"Overige/onbekende brandstof";"2023 augustus*";319
"Personenauto";"Overige/onbekende brandstof";"2023 september*";320
"Personenauto";"Overige/onbekende brandstof";"2023 oktober*";342
"Personenauto";"Overige/onbekende brandstof";"2023 november*";331
"Personenauto";"Overige/onbekende brandstof";"2023 december*";371
"Personenauto";"Overige/onbekende brandstof";"2024 januari*";347
"Personenauto";"Overige/onbekende brandstof";"2024 februari*";303
"Personenauto";"Overige/onbekende brandstof";"2024 maart*";317
"Personenauto";"Overige/onbekende brandstof";"2024 april*";292
"Personenauto";"Overige/onbekende brandstof";"2024 mei*";284
"Personenauto";"Overige/onbekende brandstof";"2024 juni*";341
"Personenauto";"Overige/onbekende brandstof";"2024 juli*";360
"Personenauto";"Overige/onbekende brandstof";"2024 augustus*";329
"Personenauto";"Overige/onbekende brandstof";"2024 september*";314
"Personenauto";"Overige/onbekende brandstof";"2024 oktober*";366
"Personenauto";"Overige/onbekende brandstof";"2024 november*";404
"Personenauto";"Overige/onbekende brandstof";"2024 december*";314
"Personenauto";"Overige/onbekende brandstof";"2025 januari*";399
"Personenauto";"Overige/onbekende brandstof";"2025 februari*";367
"Personenauto";"Overige/onbekende brandstof";"2025 maart*";418
"Personenauto";"Overige/onbekende brandstof";"2025 april*";401
"Personenauto";"Overige/onbekende brandstof";"2025 mei*";285
"Personenauto";"Overige/onbekende brandstof";"2025 juni*";322
"Personenauto";"Overige/onbekende brandstof";"2025 juli*";388
"Personenauto";"Overige/onbekende brandstof";"2025 augustus*";274
"Personenauto";"Overige/onbekende brandstof";"2025 september*";279
"Bestelauto";"Totaal";"2021 januari";31790
"Bestelauto";"Totaal";"2021 februari";30933
"Bestelauto";"Totaal";"2021 maart";36153
"Bestelauto";"Totaal";"2021 april";31700
"Bestelauto";"Totaal";"2021 mei";29782
"Bestelauto";"Totaal";"2021 juni";30253
"Bestelauto";"Totaal";"2021 juli";28671
"Bestelauto";"Totaal";"2021 augustus";24180
"Bestelauto";"Totaal";"2021 september";27808
"Bestelauto";"Totaal";"2021 oktober";28996
